No,Id,Provinsi,Kabupaten / Kota,5. Jumlah Pemilih (1+2+3+4+5) (JML),H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,Jumlah Suara Sah Calon Presiden dan Wakil Presiden,Jumlah Tidak Memilih dan Suara Tidak Sah,Jumlah Tidak Memilih dan Suara Tidak Sah (%),Pasangan yang Unggul,Selisih Suara,Selisih Suara (%)
390,1377,Sumatera Barat,Kota Pariaman,62417,33979,6670,40649,21768,34.87511415,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,27309,67.18246451
392,8103,Maluku,Maluku Tengah,299298,115572,88144,203716,95582,31.93539549,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,27428,13.46384182
393,8102,Maluku,Maluku Tenggara,70045,17944,33929,51873,18172,25.94332215,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-15985,-30.8156459
394,8101,Maluku,Maluku Tenggara Barat,72487,11415,36029,47444,25043,34.54826383,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-24614,-51.88011129
395,8104,Maluku,Buru,90218,44878,23164,68042,22176,24.58046066,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,21714,31.91264219
396,8107,Maluku,Seram Bagian Timur,88365,46986,27943,74929,13436,15.20511515,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,19043,25.41472594
397,8106,Maluku,Seram Bagian Barat,139661,55436,43068,98504,41157,29.46921474,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,12368,12.5558353
398,8105,Maluku,Kepulauan Aru,61125,11470,29898,41368,19757,32.32229039,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-18428,-44.54650938
399,8108,Maluku,Maluku Barat Daya,48309,11339,24720,36059,12250,25.35759382,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-13381,-37.10862753
400,8109,Maluku,Buru Selatan,50564,22733,22952,45685,4879,9.649157503,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-219,-0.479369596
401,8171,Maluku,Kota Ambon,272587,76136,100744,176880,95707,35.11062523,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-24608,-13.9122569
402,8172,Maluku,Kota Tual,45408,20072,12449,32521,12887,28.38046159,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,7623,23.44023862
404,8201,Maluku Utara,Halmahera Barat,76236,26309,28790,55099,21137,27.72574637,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-2481,-4.502804044
405,8202,Maluku Utara,Halmahera Tengah,35190,12507,13141,25648,9542,27.11565786,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-634,-2.471927636
406,8205,Maluku Utara,Halmahera Utara,134280,37923,49188,87111,47169,35.12734584,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-11265,-12.9317767
407,8204,Maluku Utara,Halmahera Selatan,164121,64072,48196,112268,51853,31.59437244,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,15876,14.14116222
408,8203,Maluku Utara,Kepulauan Sula,103853,37701,31778,69479,34374,33.09870683,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,5923,8.524878021
409,8206,Maluku Utara,Halmahera Timur,66751,21864,20152,42016,24735,37.05562463,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,1712,4.074638233
410,8207,Maluku Utara,Pulau Morotai,46556,24702,11403,36105,10451,22.44823438,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,13299,36.83423349
411,8271,Maluku Utara,Kota Ternate,158918,54043,30113,84156,74762,47.04438767,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,23930,28.43528685
412,8272,Maluku Utara,Kota Tidore Kepulauan,73812,27671,23840,51511,22301,30.21324446,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,3831,7.437246413
414,9401,Papua,Merauke,153033,47584,49784,97368,55665,36.37450746,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-2200,-2.25946923
415,9402,Papua,Jayawijaya,211749,33262,177483,210745,1004,0.474146277,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-144221,-68.4338893
416,9403,Papua,Jayapura,119903,33076,61340,94416,25487,21.25634888,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-28264,-29.93560413
417,9404,Papua,Nabire,141019,41061,90541,131602,9417,6.677823556,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-49480,-37.59821279
418,9408,Papua,Kepulauan Yapen Waropen,90475,11612,65312,76924,13551,14.97761813,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-53700,-69.80916229
419,9409,Papua,Biak Numfor,97523,9300,47371,56671,40852,41.88960553,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-38071,-67.17898043
420,9411,Papua,Puncak Jaya,165919,78797,87122,165919,0,0,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-8325,-5.017508543
421,9410,Papua,Paniai,90632,7662,82970,90632,0,0,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-75308,-83.09206461
422,9412,Papua,Mimika,223076,57937,124583,182520,40556,18.18035109,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-66646,-36.51435459
423,9419,Papua,Sarmi,26760,4586,13095,17681,9079,33.92750374,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-8509,-48.12510605
424,9420,Papua,Keerom,47445,14710,16684,31394,16051,33.8307514,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-1974,-6.287825699
425,9417,Papua,Pegunungan Bintang,89682,5502,84149,89651,31,0.03456658,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-78647,-87.72573647
426,9416,Papua,Yahukimo,263983,86297,175316,261613,2370,0.897785085,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-89019,-34.02697878
427,9418,Papua,Tolikara,177384,42579,134800,177379,5,0.002818744,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-92221,-51.99093467
428,9426,Papua,Waropen,24885,3233,18302,21535,3350,13.46192485,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-15069,-69.97446018
429,9413,Papua,Boven Digoel,42716,7017,22322,29339,13377,31.31613447,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-15305,-52.16605883
430,9414,Papua,Mappi,64802,8192,35546,43738,21064,32.50516959,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-27354,-62.54058256
431,9415,Papua,Asmat,73675,13288,52957,66245,7430,10.08483203,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-39669,-59.88225526
432,9427,Papua,Supiori,13649,869,9421,10290,3359,24.60986153,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-8552,-83.10981535
433,9428,Papua,Mamberamo Raya,22766,1115,19089,20204,2562,11.25362383,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-17974,-88.96258167
434,9431,Papua,Mamberamo Tengah,29655,24116,5539,29655,0,0,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,18577,62.6437363
435,9432,Papua,Yalimo,67863,17812,50050,67862,1,0.001473557,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-32238,-47.5052312
436,9430,Papua,Lanny Jaya,145450,82841,62609,145450,0,0,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,20232,13.90993469
437,9429,Papua,Nduga,146784,40000,106784,146784,0,0,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-66784,-45.49814694
438,9433,Papua,Puncak,157169,8071,149096,157167,2,0.001272516,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-141025,-89.72939612
439,9434,Papua,Dogiyai,107558,0,89536,89536,18022,16.75561093,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-89536,-100
440,9435,Papua,Intan Jaya,69949,13765,56184,69949,0,0,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-42419,-60.64275401
441,9436,Papua,Deiyai,47605,5628,41970,47598,7,0.014704338,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-36342,-76.35194756
442,9471,Papua,Kota Jayapura,356852,69220,96780,166000,190852,53.48211584,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-27560,-16.60240964
444,9107,Papua Barat,Sorong,89128,24307,33514,57821,31307,35.12588637,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-9207,-15.92328047
445,9105,Papua Barat,Manokwari,175948,42328,101375,143703,32245,18.32643736,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-59047,-41.08960843
446,9101,Papua Barat,Fak-Fak,53031,15055,21129,36184,16847,31.76821105,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-6074,-16.78642494
447,9106,Papua Barat,Sorong Selatan,35461,8939,25590,34529,932,2.628239474,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-16651,-48.22323265
448,9108,Papua Barat,Raja Ampat,39092,7920,19626,27546,11546,29.53545482,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-11706,-42.49618819
449,9104,Papua Barat,Teluk Bintuni,52336,12314,28499,40813,11523,22.01734943,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-16185,-39.656482
450,9103,Papua Barat,Teluk Wondama,23318,3291,14104,17395,5923,25.40097779,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-10813,-62.16154067
451,9102,Papua Barat,Kaimana,37105,6766,15227,21993,15112,40.72766474,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-8461,-38.47133179
452,9109,Papua Barat,Tambrauw,21445,4559,15274,19833,1612,7.516903707,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-10715,-54.02611809
453,9110,Papua Barat,Maybrat,28914,7966,20882,28848,66,0.228263125,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-12916,-44.77260122
454,9171,Papua Barat,Kota Sorong,174648,39083,65159,104242,70406,40.31308689,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-26076,-25.01486925
456,1406,Riau,Kampar,560928,224680,138129,362809,198119,35.3198628,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,86551,23.85580292
457,1402,Riau,Indragiri Hulu,299137,80054,97460,177514,121623,40.6579594,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-17406,-9.805423798
458,1408,Riau,Bengkalis,389825,116661,140869,257530,132295,33.93702302,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-24208,-9.400069895
459,1403,Riau,Indragiri Hilir,519207,113645,168634,282279,236928,45.63266674,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-54989,-19.48037226
460,1404,Riau,Pelalawan,247669,66943,85496,152439,95230,38.45051258,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-18553,-12.17076995
461,1407,Riau,Rokan Hulu,355037,119956,126012,245968,109069,30.72046012,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-6056,-2.462108892
462,1409,Riau,Rokan Hilir,420884,114216,169637,283853,137031,32.55790194,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-55421,-19.52454263
463,1405,Riau,Siak,282033,89874,90369,180243,101790,36.0915212,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-495,-0.274629251
464,1401,Riau,Kuantan Singingi,232406,74594,76259,150853,81553,35.09074637,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-1665,-1.103723492
465,1410,Riau,Kepulauan Meranti,141804,29611,55289,84900,56904,40.12862825,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-25678,-30.24499411
466,1471,Riau,Kota Pekan Baru,666651,261593,129179,390772,275879,41.3828225,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,132414,33.88523231
467,1473,Riau,Kota Dumai,204339,57511,65484,122995,81344,39.80835768,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-7973,-6.482377332
469,1501,Jambi,Kerinci,206260,104649,38680,143329,62931,30.5105207,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,65969,46.02627521
470,1502,Jambi,Merangin,265112,98973,95407,194380,70732,26.68004466,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,3566,1.83455088
471,1503,Jambi,Sarolangun,202191,68598,76443,145041,57150,28.26535306,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-7845,-5.408815438
472,1504,Jambi,Batang Hari,191810,59741,72999,132740,59070,30.79610031,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-13258,-9.987946361
473,1505,Jambi,Muaro Jambi,280719,81395,114132,195527,85192,30.34778551,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-32737,-16.74295622
474,1507,Jambi,Tanjung Jabung Barat,208446,63806,79090,142896,65550,31.44699347,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-15284,-10.69589072
475,1506,Jambi,Tanjung Jabung Timur,167460,44919,71431,116350,51110,30.52072137,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-26512,-22.78642028
476,1509,Jambi,Bungo,244485,91122,87530,178652,65833,26.92721435,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,3592,2.010612811
477,1508,Jambi,Tebo,242802,66172,108551,174723,68079,28.03889589,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-42379,-24.25496357
478,1571,Jambi,Kota Jambi,443420,155560,142969,298529,144891,32.6757927,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,12591,4.217680694
479,1572,Jambi,Kota Sungai Penuh,72944,36381,10555,46936,26008,35.65474885,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,25826,55.02386228
481,1601,Sumatera Selatan,Ogan Komering Ulu,254429,108647,64472,173119,81310,31.957835,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,44175,25.51712984
482,1602,Sumatera Selatan,Ogan Komering Ilir,560123,230650,191662,422312,137811,24.60370312,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,38988,9.232036977
483,1603,Sumatera Selatan,Muara Enim,540993,176547,217125,393672,147321,27.2315908,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-40578,-10.30756569
484,1604,Sumatera Selatan,Lahat,296419,124162,83865,208027,88392,29.81995081,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,40297,19.37104318
485,1605,Sumatera Selatan,Musi Rawas,430309,124598,193367,317965,112344,26.10775048,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-68769,-21.62785212
486,1606,Sumatera Selatan,Musi Banyu Asin,463975,125556,176549,302105,161870,34.88765558,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-50993,-16.87923073
487,1607,Sumatera Selatan,Banyu Asin,594822,189938,224109,414047,180775,30.39144484,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-34171,-8.252927808
488,1609,Sumatera Selatan,Ogan Komering Ulu Timur,478970,225364,152303,377667,101303,21.15017642,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,73061,19.34534921
489,1608,Sumatera Selatan,Ogan Komering Ulu Selatan,260979,110146,77139,187285,73694,28.23752103,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,33007,17.62394212
490,1610,Sumatera Selatan,Ogan Ilir,305586,107659,96506,204165,101421,33.18902044,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,11153,5.462738471
491,1611,Sumatera Selatan,Empat Lawang,182740,60332,48436,108768,73972,40.4793696,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,11896,10.93704031
492,1671,Sumatera Selatan,Kota Palembang,1174651,410473,372168,782641,392010,33.37246552,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,38305,4.894325751
493,1673,Sumatera Selatan,Kota Pagar Alam,105341,38006,33579,71585,33756,32.04450309,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,4427,6.184256478
494,1674,Sumatera Selatan,Kota Lubuklinggau,157151,55804,49873,105677,51474,32.75448454,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,5931,5.612384909
495,1672,Sumatera Selatan,Kota Prabumulih,134597,44281,45896,90177,44420,33.00222145,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-1615,-1.790922297
497,1701,Bengkulu,Bengkulu Selatan,115891,31154,44964,76118,39773,34.31931729,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-13810,-18.14288342
498,1702,Bengkulu,Rejang Lebong,198929,73479,59063,132542,66387,33.37220817,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,14416,10.87655234
499,1703,Bengkulu,Bengkulu Utara,204378,55425,95334,150759,53619,26.23521123,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-39909,-26.47205142
500,1704,Bengkulu,Kaur,88724,26245,36456,62701,26023,29.33028267,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-10211,-16.28522671
501,1705,Bengkulu,Seluma,139014,39887,59531,99418,39596,28.4834621,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-19644,-19.75899736
502,1706,Bengkulu,Mukomuko,121314,35039,49631,84670,36644,30.20591193,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-14592,-17.23396717
503,1707,Bengkulu,Lebong,80864,22935,29369,52304,28560,35.31855956,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-6434,-12.30116243
504,1708,Bengkulu,Kepahiang,110470,41837,32655,74492,35978,32.56811804,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,9182,12.32615583
505,1709,Bengkulu,Bengkulu Tengah,77525,26040,33531,59571,17954,23.15898097,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-7491,-12.57491061
506,1771,Bengkulu,Kota Bengkulu,259170,81132,83135,164267,94903,36.61804993,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-2003,-1.219356292
508,1803,Lampung,Lampung Selatan,715943,231365,287821,519186,196757,27.48221576,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-56456,-10.87394498
509,1805,Lampung,Lampung Tengah,913056,306752,366977,673729,239327,26.21164529,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-60225,-8.93905413
510,1806,Lampung,Lampung Utara,444175,185801,138884,324685,119490,26.90155907,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,46917,14.45000539
511,1801,Lampung,Lampung Barat,325619,97555,140261,237816,87803,26.96494983,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-42706,-17.95758065
512,1808,Lampung,Tulangbawang,291541,95164,112553,207717,83824,28.75204517,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-17389,-8.371486205
513,1802,Lampung,Tanggamus,460828,163155,145675,308830,151998,32.98367287,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,17480,5.660071884
514,1804,Lampung,Lampung Timur,784179,230528,311267,541795,242384,30.90926944,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-80739,-14.90213088
515,1807,Lampung,Way Kanan,337891,107739,134930,242669,95222,28.18127739,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-27191,-11.20497468
516,1809,Lampung,Pesawaran,322340,113560,123315,236875,85465,26.51392939,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-9755,-4.118205805
517,1810,Lampung,Pringsewu,312250,102677,109675,212352,99898,31.99295436,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-6998,-3.29547167
518,1811,Lampung,Mesuji,150411,45124,62581,107705,42706,28.3928702,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-17457,-16.20816118
519,1812,Lampung,Tulangbawang Barat,205250,69047,83631,152678,52572,25.6136419,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-14584,-9.552129318
520,1871,Lampung,Kota Bandar Lampung,693576,243525,240477,484002,209574,30.21644348,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,3048,0.629749464
521,1872,Lampung,Kota Metro,113919,41932,41842,83774,30145,26.46178425,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,90,0.1074319
523,1901,Kepulauan Bangka Belitung,Bangka,217017,48689,85481,134170,82847,38.17535032,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-36792,-27.42192741
524,1902,Kepulauan Bangka Belitung,Belitung,118796,28539,60700,89239,29557,24.88046736,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-32161,-36.0391757
525,1905,Kepulauan Bangka Belitung,Bangka Selatan,135676,24574,56235,80809,54867,40.43972405,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-31661,-39.18004183
526,1904,Kepulauan Bangka Belitung,Bangka Tengah,122527,22078,52707,74785,47742,38.96447314,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-30629,-40.95607408
527,1903,Kepulauan Bangka Belitung,Bangka Barat,126583,22481,64716,87197,39386,31.11476265,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-42235,-48.43629941
528,1906,Kepulauan Bangka Belitung,Belitung Timur,81697,18542,42817,61359,20338,24.89442697,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-24275,-39.56224841
529,1971,Kepulauan Bangka Belitung,Kota Pangkal Pinang,141648,35803,49703,85506,56142,39.63486954,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-13900,-16.25616916
,,,,,,,,,,,,